1m,reportedEPS,totalNonCurrentAssets,depreciation,proceedsFromRepaymentsOfShortTermDebt,currentAccountsPayable,symbol,timestamp
-0.046360424028268565,0.9032258064516128,0.7644138502147921,0.024739183190824746,-6.026117304109923,0.09055641175532769,MRNA,2020-09
-0.023091133004926045,104.62251949273137,78.01866746218577,0.024739183190824746,-6.026117304109923,0.05229665110172546,PFE,2016-12
0.0017193947730400616,104.62251949273137,78.01866746218577,0.024739183190824746,-6.026117304109923,0.05229665110172546,COF,2016-12
0.07539188852948508,-0.04347826086956508,0.22927631578947372,0.024739183190824746,-6.026117304109923,0.05229665110172546,SCHW,2019-06
0.11714449288765572,0.05263157894736836,0.036785372779693404,0.06040268456375841,-1.7875,0.10977080820265384,FB,2020-06
0.03401325056080129,0.08500752352133878,0.265283070804482,0.024739183190824746,-6.026117304109923,0.05229665110172546,DEO,2021-06
-0.08078393881453161,-0.06566431420681196,-0.05530991485911507,0.024739183190824746,0.020316027088036037,0.0,ENB,2017-09
0.04186489058039955,104.62251949273137,78.01866746218577,0.024739183190824746,-6.026117304109923,0.05229665110172546,PG,2016-12
0.10060639470782795,0.051948051948051965,-0.016181603828105184,0.024739183190824746,-2.426908752327747,0.08172209332302138,PFE,2018-06
0.21478634411033237,0.30557597395778635,78.96354694054679,0.024739183190824746,-6.026117304109923,0.05229665110172546,TD,2020-10
0.053361053361053346,0.013762902721301318,-1.0,0.024739183190824746,-6.026117304109923,0.05229665110172546,UL,2019-03
-0.06921029281277724,-0.28498134328358216,0.0,0.024739183190824746,-6.026117304109923,0.05229665110172546,SE,2018-03
-0.25815574184425816,0.0,0.2551932759535307,0.25806451612903225,0.0,0.3509876275233341,SQ,2018-09
0.11068446666964316,0.3818181818181816,-0.061778432817489515,0.024739183190824746,0.9854271356783919,0.5880473982483256,AAPL,2019-09
-0.144476550344521,-0.4565217391304348,0.0563844258408539,0.024739183190824746,-6.026117304109923,0.05229665110172546,RBLX,2021-06
0.1951846561926136,0.07905138339920947,0.019891500904159143,-0.04761904761904767,-6.026117304109923,0.06842105263157894,SPGI,2020-03
0.06432556613062035,-7.25,-0.016695636263836744,0.024739183190824746,-6.026117304109923,0.05229665110172546,ABB,2021-03
0.03647870297944955,-0.27391304347826084,0.015317128647633904,0.024739183190824746,-339.5,-0.0871677236540278,JNJ,2020-06
0.04684975767366728,2.6496350364963503,0.02517717999921687,0.024739183190824746,-6.026117304109923,0.05229665110172546,UBS,2018-12
-0.012801428996725428,-0.02898550724637672,-0.005515176139527234,0.024739183190824746,-1.988433734939759,0.013557323902151586,PFE,2017-06
-0.026450269707580243,0.07954545454545459,-0.00865712957371656,-0.10583153347732177,-0.09964093357271098,0.19186046511627897,CME,2019-09
-0.023678891134854108,0.16445527574690844,-0.0197263397947548,0.03007518796992481,-6.026117304109923,0.047210300429184615,TXN,2018-03
0.2687771570453137,3.0137254901960784,-0.02239311365848018,0.024739183190824746,-6.026117304109923,0.05229665110172546,PDD,2019-09
0.02807913209955326,104.62251949273137,78.01866746218577,0.024739183190824746,-6.026117304109923,0.05229665110172546,UBS,2016-12
0.07067615017556506,0.2093023255813955,0.048906784646103096,0.07356608478802995,-1.0,0.2276466317518273,DHR,2020-12
0.004374240583232103,0.13265306122448983,0.024324091082810417,0.024739183190824746,-1.7473366834170854,0.0304073436603558,LLY,2017-06
0.22024209818426366,-0.05882352941176472,-0.6435031215356788,-0.03260869565217395,0.0,1.1587301587301586,UBER,2019-12
0.00785406637952879,104.62251949273137,78.01866746218577,0.024739183190824746,-6.026117304109923,0.05229665110172546,PYPL,2016-12
-0.0786316472114138,0.04174015285126398,-0.3148681758828621,0.024739183190824746,-6.026117304109923,0.05229665110172546,UL,2020-09
0.18855625301786572,-0.7863695937090432,0.21565818241172208,0.024739183190824746,-6.026117304109923,0.05229665110172546,JD,2017-12
0.011852615305333769,104.62251949273137,78.01866746218577,0.024739183190824746,-6.026117304109923,0.05229665110172546,DUK,2016-12
0.10030844660305904,-0.5212947189097104,-0.01792462166701514,0.017426352913283205,-1.0,0.14918910762646442,BKNG,2017-12
0.24063892190479463,3.1369230769230763,0.11688584324251372,0.024739183190824746,0.0,0.32755512943432397,AMZN,2017-12
0.14274905422446427,0.12280701754385981,-0.0017893462206504118,0.024739183190824746,-6.026117304109923,0.05229665110172546,TSM,2017-12
0.13797976553717684,0.041095890410958846,0.06454807934891282,0.0,0.17512878937982967,0.0018744409580437882,TSLA,2017-12
0.0187528146215874,-0.06812842599843372,0.10323736562461394,0.024739183190824746,-6.026117304109923,-0.15258108725445407,GOOGL,2019-03
0.03104916117185552,104.62251949273137,78.01866746218577,0.024739183190824746,-6.026117304109923,0.05229665110172546,SYK,2016-12
-0.0604026845637583,0.0,-1.0,0.024739183190824746,-6.026117304109923,0.05229665110172546,BTI,2019-03
0.061922596754057535,-0.05769230769230771,0.27775780095089697,0.02360622802611756,-1.8111510791366907,-0.009747706422018387,CMCSA,2017-12
-0.04169825625473833,-0.7567567567567568,-0.008875417494816684,-0.0022988505747126853,-6.026117304109923,-0.599189091196184,TJX,2020-05
0.007364544976327991,0.03571428571428559,-0.00533110102656742,0.024739183190824746,-6.026117304109923,0.05229665110172546,ABB,2018-12
0.02413348610713273,-0.16149068322981364,-0.12477161025185346,0.024739183190824746,0.0,0.0,DIS,2019-06
0.004769767015226689,-0.8888888888888888,0.004581484982910444,0.0,1.9846153846153847,-0.012765957446808529,UBER,2021-03
0.016150740242261152,0.147006520450504,0.03243201884669933,0.024739183190824746,-6.026117304109923,0.05229665110172546,IBN,2020-12
-0.07180704271994709,-2.5999999999999996,0.1670975947226454,0.024739183190824746,0.0,0.04402590223485747,DIS,2020-12
0.16023756674065637,-0.20588235294117652,0.05497929739189833,-0.22987164527421244,-1.354,-0.2634146341463415,FB,2019-03
0.13809805412407417,-0.1645962732919255,0.2866265504113963,0.024739183190824746,-6.026117304109923,0.6666666666666667,MCO,2021-09
0.07131601687592126,-0.37674959066180747,-0.007398328717344249,-0.010314480343123433,543.1795302013422,-0.16914620699590532,SHW,2018-12
0.12131389911131829,0.09154929577464799,0.04954055133839397,0.0641025641025641,-6.026117304109923,-0.34693877551020413,NOW,2021-09
0.16209176517731927,-0.611111111111111,0.22075905485272695,0.024739183190824746,-6.026117304109923,3.657193605683837,CRWD,2019-10
-0.12199124726477029,-0.14545454545454561,0.049034607264159646,0.024739183190824746,-6.026117304109923,0.4611327389174935,KO,2020-12
0.034723118626565075,0.36170212765957466,-0.6662049861495845,0.024739183190824746,1.9663865546218489,-0.2142622412093329,DUK,2018-03
-0.03379721669980118,0.14452365521710964,78.01866746218577,0.024739183190824746,-6.026117304109923,0.05229665110172546,IBN,2019-12
-0.028400905536118626,-0.32090731616621737,0.4003798263403249,0.024739183190824746,-6.026117304109923,0.05229665110172546,SNY,2020-12
0.053808680248007335,0.03539823008849563,0.0028641346238498233,0.0025879917184266077,-6.026117304109923,0.008325118460938086,TJX,2018-05
0.01087077093732658,-0.10948275862068957,-0.006927693877592622,0.002078226579985021,-6.026117304109923,-0.05714430606561327,ADI,2018-02
0.04899872177247566,0.0,-0.006247997436718999,0.03960396039603964,-6.026117304109923,0.05229665110172546,TFC,2017-09
-0.06058273776800449,-0.23178807947019875,0.03762922122674017,0.0,-1.5055555555555555,0.16885553470919334,MRK,2019-12
0.07810894141829383,104.62251949273137,78.01866746218577,0.024739183190824746,-6.026117304109923,0.05229665110172546,DHR,2016-12
-0.024775887626173443,-0.021896420411271822,-1.0,0.024739183190824746,-6.026117304109923,0.05229665110172546,DEO,2018-09
0.05836766725524822,-0.18181818181818188,0.026341045668640373,0.024739183190824746,-6.176470588235294,-0.02406554019457241,MDT,2019-07
0.13632616828355837,-0.07284768211920534,-0.005722993565865253,0.024739183190824746,-6.026117304109923,0.04937010554988075,MSFT,2020-03
0.16198704103671702,-0.23220102373196838,-0.011031059326415904,0.024739183190824746,-6.026117304109923,0.05229665110172546,UBS,2020-03
0.12496124770467176,0.09172482552342975,0.03142208345160369,0.024739183190824746,-6.026117304109923,0.05229665110172546,BLK,2021-09
-0.03568277918048257,-0.0491228070175439,-0.009378308879140818,0.1499999999999999,-6.026117304109923,0.25268817204301075,SPGI,2020-12
-0.02265462905848714,1.1800000000000002,0.10856269113149852,0.11111111111111116,-6.026117304109923,0.28,DASH,2021-06
0.07760287213476946,0.10016155088853007,0.014904458598726134,0.024739183190824746,-0.44897959183673475,0.036423841059602724,CCI,2018-12
0.06683480453972246,-0.3162393162393161,-0.007826239887442799,0.024739183190824746,-6.026117304109923,0.05229665110172546,MS,2018-12
0.040809742721187314,-0.12769825039763683,-0.006861061648791633,0.024739183190824746,-6.026117304109923,0.05229665110172546,TM,2019-06
-0.013197723695362651,0.31428571428571406,0.029559606872233468,0.02564102564102555,-6.026117304109923,0.05229665110172546,MMC,2018-03
0.13052272969232392,0.21153846153846145,0.00807017543859656,0.024739183190824746,-6.026117304109923,-0.119072708113804,AMD,2021-06
0.0572963294538944,-0.17647058823529416,-0.007903668231902916,0.024739183190824746,-6.026117304109923,0.0,KO,2020-06
0.033066000525900696,0.0,-0.005388228792484129,0.024739183190824746,-4.405919661733615,0.05229665110172546,DE,2020-05
0.18254596639394727,0.42397660818713456,0.015561589878252624,0.0,-46.95238095238095,0.21805349182763734,IBM,2018-12
-0.0005583472920157595,0.13333333333333353,0.004647232784114941,0.024739183190824746,-6.026117304109923,0.05229665110172546,MRVL,2017-08
-0.08388058311210478,0.029268292682926855,-0.0019936430456621856,0.024739183190824746,-2.0196910541503987,0.06613955823293183,MCD,2019-09
-0.05628785179907381,0.11111111111111116,0.0009084501527136801,0.014880952380952328,-6.026117304109923,0.09876543209876543,ORCL,2019-11
0.055301698886936146,0.5324074074074074,19.312925170068027,-0.19999999999999996,-6.026117304109923,0.05229665110172546,AON,2019-03
-0.006308526367668876,0.0,0.0,0.0,-6.026117304109923,0.0,SNOW,2021-08
-0.06653088934147999,0.04761904761904767,0.0001117595926982684,0.024739183190824746,-5.545704197724598,0.05229665110172546,BAC,2018-09
-0.06625258799171851,0.09174311926605494,-0.001433075379765003,0.024739183190824746,-1.0,0.27472527472527464,MO,2020-09
0.06719624300559568,0.0935114503816794,-0.0022971470915154057,0.024739183190824746,-6.026117304109923,0.0021250221356472476,CI,2021-09
0.04114381321773508,0.41975308641975295,0.0016770775101475621,0.0,-2.859375,0.05229665110172546,ANTM,2020-06
0.06303884305182161,0.07073954983922826,-0.01698736605642237,0.1094527363184079,-6.026117304109923,0.0,ABBV,2021-09
0.04929891935339814,0.04225352112676051,0.39883210434337846,0.015625,-6.026117304109923,-0.003292181069958877,NSC,2017-03
0.10644735821242945,-0.02051282051282055,0.039608745442893056,0.024739183190824746,-0.781602002503129,-0.06462093862815887,RTX,2019-03
0.07383926906582139,0.13978494623655924,0.09545942080800862,0.024739183190824746,-6.026117304109923,0.10158730158730167,AMAT,2018-01
0.10597004902289964,0.44310060472787227,-0.03459328460305666,0.040854224698235964,-1.0,0.19140300710266578,LOW,2020-07
0.09381805997654569,-0.4372661431484961,-0.028648915536845343,0.024739183190824746,-6.026117304109923,0.05229665110172546,BBL,2021-06
0.04466803383747764,-0.13609467455621305,78.01866746218577,0.024739183190824746,-3.4444444444444446,0.10303653329115914,LIN,2018-12
0.020884835052425332,0.0,0.023539596817413466,0.0,-6.026117304109923,-0.07127066006948102,LOW,2019-11
0.02155076649633414,-0.15254237288135586,0.0006899678672107612,0.024739183190824746,-6.026117304109923,0.0,KO,2017-09
-0.042500270357954006,-0.1383647798742138,0.0,0.024739183190824746,-6.026117304109923,0.10332734582157221,HD,2020-11
0.09939742831010911,-0.21632653061224483,-0.32239866454052823,0.024739183190824746,-6.026117304109923,-0.23280347236195353,HD,2021-10
0.18729096989966565,-0.33854166666666663,0.0029222688373298222,0.024739183190824746,-6.026117304109923,0.05229665110172546,JD,2018-12
0.05762573813887184,0.0,0.9153476529349243,-0.013040506195993173,-6.026117304109923,0.000659999208000972,ADI,2021-01
0.05299813147613386,104.62251949273137,78.01866746218577,0.024739183190824746,-6.026117304109923,0.05229665110172546,MRK,2016-12
-0.002745098039215743,0.7829166666666667,-0.016590428074008345,0.024739183190824746,-6.026117304109923,0.05229665110172546,EQNR,2021-09
-0.0848865933078824,0.036713678083725165,0.17414420350053006,0.024739183190824746,-6.026117304109923,0.05229665110172546,BAM,2018-09

